RequestId,RequestCategory,Location,RequestType,PriorityLevel,LeadVolunteerNeeded,ForSelfOrOthers,IsCalamity,Subject,Description,LanguagePreferred,RequestorId,Status,Duration,AssignedVolunteer,REQ_ID
be0b9bfc-9d10-4e97-94fb-b6dfe992934d,Education and Career Support,"7097 Erik Crescent, Jasmineport, VI 71729",InPerson,Low,Yes,Self,Yes,Need tutor for school subjects,Student needs academic support in math and science for weekly sessions.,Spanish,3e05ecb4-73b5-485c-bec3-70bb697875ed,Assigned,22,,
07b028ec-68ea-44ee-9a5c-450f0f11f2e7,Housing,"0128 Brown Ferry Apt. 930, Robertsport, AS 98978",Remote,Medium,Yes,Self,No,Temporary shelter assistance,Person needs temporary shelter after losing housing.,Hindi,8fcd6c3a-eaf6-4d34-9cc1-b07641873dd1,Assigned,14,,
87447505-9d30-4454-9e11-623a945a5329,Elderly Support,"77893 Reid Union Apt. 539, New Georgetown, IA 85506",Remote,High,Yes,Self,Yes,Companion for elderly person,An elderly resident needs weekly help with groceries.,Hindi,6d803882-17c7-4354-8b20-9167dd1639f6,Completed,5,,
a18e2eed-d6d0-4b17-9053-2792eadab1e9,Food and Essentials,"92043 Edwards Trail Suite 788, Andersonfort, LA 71966",InPerson,High,No,Others,Yes,Help needed with meal delivery,Volunteers required to distribute food kits to 20 families.,Telugu,7d6605c7-a826-434a-a73d-06c263e0938f,Open,6,,
23c95730-2155-422d-aea4-e93f021a7307,Elderly Support,"USNS Parker, FPO AA 52650",Remote,Medium,Yes,Others,No,Companion for elderly person,An elderly resident needs weekly help with groceries.,Spanish,5271c468-32de-41e7-ac7b-2dee560d925f,Completed,16,,
0170b47d-cd65-4566-b2b8-0e3603607855,Education and Career Support,"Unit 9579 Box 2491, DPO AA 08434",Remote,Low,Yes,Others,No,Need tutor for school subjects,Student needs academic support in math and science for weekly sessions.,Tamil,1a2e35cb-c75f-4a80-96c1-68e25c916a9a,Completed,22,,
c0fec994-1dcc-4ff5-9c0a-0e86e80618cc,Clothing Support,"0077 Orr Parkway Apt. 552, Anthonymouth, VT 75612",InPerson,Medium,Yes,Others,No,Need winter clothing for family,A low-income family needs warm clothing for two adults and one child.,Tamil,d5a0a7f4-38a8-40fc-ac5a-719340106ba6,Completed,22,,
f3aa324a-5c8e-4fb5-9344-3be965494761,Food and Essentials,"002 Campbell Grove, South James, MA 69826",Remote,High,Yes,Others,Yes,Help needed with meal delivery,Essential food supplies needed for a financially distressed family.,Spanish,d3cf11ad-81ea-4ecc-a967-c3efba859071,Assigned,30,,
e1ca991b-b46b-498f-9cc0-53ee912cfa82,Healthcare and Wellbeing,"08349 Joann Turnpike, Port Joseph, TX 54641",Remote,Medium,Yes,Self,Yes,Support needed for physiotherapy exercises,Request for someone to assist with basic wound dressing.,Telugu,58cb48d8-0442-4c04-bc95-f492e7612cff,Completed,27,,
4f4bdf3a-2da5-41dd-8b7f-6d390ea7a0af,Housing,"824 Rosales Falls, Matthewborough, ND 32206",Remote,Low,Yes,Self,Yes,Help with minor home repairs,Volunteers needed for packing and moving household items.,Telugu,4e3dbd09-c35e-43df-ad18-28bcf4a65b2d,Completed,30,,
012fd4b0-fc69-41e4-817d-47e8fa50cd6c,Food and Essentials,"9375 Howard Well Apt. 933, Masonton, PA 34434",InPerson,Low,Yes,Others,No,Help needed with meal delivery,Essential food supplies needed for a financially distressed family.,English,e2da4326-dcd7-49bc-b9c8-b82d9d0baaac,Open,12,,
79337f6a-2baa-453f-8e33-5eebee20c2b6,Clothing Support,"52617 James Islands, Ballberg, WY 34042",InPerson,Low,Yes,Self,Yes,Help required for donated clothes sorting,Looking for volunteers to sort and distribute donated clothes at the community center.,English,e114c5b1-9be5-42bc-9ffa-55feeb3b227f,Open,16,,
f1aba013-b52c-4e3a-bb7f-58226d623521,Clothing Support,"80525 Amanda Rapids, Ruthstad, AZ 45257",Remote,High,Yes,Self,Yes,Need winter clothing for family,Looking for volunteers to sort and distribute donated clothes at the community center.,Hindi,39fac8f0-5817-4a1a-9ee5-0d448cbe4a68,Open,24,,
cb561700-e28b-4853-8777-ae5396d4e10b,Healthcare and Wellbeing,"86332 Anderson View Suite 636, Kathleenview, VT 34214",Remote,Low,No,Others,Yes,Medical appointment assistance,Individual needs help performing daily physiotherapy exercises.,Spanish,bd75dcf7-c03c-4da1-a31f-cd3516e4e3b3,Open,7,,
45c07f6c-d01a-4663-9998-fd913e9eb484,Food and Essentials,"6342 Jones Loaf, Peterstad, FL 77762",Remote,Medium,Yes,Self,Yes,Essential supplies required,Volunteers required to distribute food kits to 20 families.,Tamil,f8ec8f4b-88eb-4960-9183-cc65d3b6f9ac,Open,16,,
16225162-8fe4-4885-abae-6622fe965ad0,Elderly Support,"969 Lisa Manors, New Edward, IL 62765",Remote,Medium,No,Others,Yes,Assistance needed for grocery shopping,A senior citizen is looking for someone to talk with daily.,Bengali,a8dcefaa-c5bb-488d-9950-bc7e42817c01,Assigned,17,,
f8466176-facc-400a-9f7e-3e8d96b152ad,Healthcare and Wellbeing,"237 Nicole Squares, Justinside, AR 47701",InPerson,High,Yes,Others,Yes,Help required for basic wound dressing,Request for someone to assist with basic wound dressing.,Spanish,c7f62683-0b2b-453a-a18a-f806b7182679,Assigned,8,,
f8c40a73-44c3-4d78-88c2-c513ad08b92c,Food and Essentials,"362 Juarez Mountain, Meyerburgh, MH 59401",InPerson,Low,No,Self,No,Support with distributing food kits,A family needs cooked meals delivered daily for two weeks.,Tamil,ce847bae-bbd2-46b0-844d-777637ab5ca4,Open,18,,
d1acfe12-1663-4635-97d8-0014061f67c8,Food and Essentials,"734 Thomas Creek Suite 805, Kristinton, HI 20627",InPerson,High,No,Self,No,Essential supplies required,Volunteers required to distribute food kits to 20 families.,Telugu,a027aeed-9726-46ed-a9d0-ed7352fd9ebb,Assigned,28,,
4dbb5308-805f-469c-90dd-d71f9e3d9390,Healthcare and Wellbeing,"7041 Jennifer Stravenue Suite 424, East Mark, AL 38742",Remote,High,No,Self,No,Support needed for physiotherapy exercises,Individual needs help performing daily physiotherapy exercises.,English,0b288822-821c-4f1f-bcd1-c7a21e7cfd30,Open,19,,
8551172d-4265-4239-a059-e523f1905e11,Education and Career Support,"967 Kevin Wells Apt. 572, Robertberg, IA 67358",Remote,Low,No,Others,No,Help with resume and job search,Looking for a mentor to guide a student with college applications.,Hindi,109b5e03-728d-486d-8b17-a5d8d3ca8b59,Completed,17,,
721badd4-dd35-4bf2-b9a0-aeb4fdbbf6a8,Food and Essentials,"89519 Martin Gardens, North James, MP 44226",InPerson,Medium,No,Self,Yes,Support with distributing food kits,Essential food supplies needed for a financially distressed family.,English,bce93b4b-161a-488c-9ce7-4e99ce36a589,Assigned,5,,
66b3d448-fad6-43ff-b394-b6f0f174e163,Food and Essentials,"611 Perez Springs, Powellport, UT 19840",InPerson,Low,Yes,Self,No,Support with distributing food kits,Volunteers required to distribute food kits to 20 families.,English,75bc1b93-bc75-441d-8772-afd6d1a5cf9d,Assigned,15,,
dc7d1d67-381e-4c8d-9e73-bd50ab999e21,Healthcare and Wellbeing,"USNV Smith, FPO AP 94590",Remote,Medium,Yes,Self,No,Medical appointment assistance,Request for someone to assist with basic wound dressing.,Telugu,05d9c9d5-953e-4d59-b98c-56ca297655ce,Assigned,16,,
c3a3f4e7-1702-4067-9b74-d9fa6f647c9e,Clothing Support,"181 Reginald Trafficway Suite 712, Griffinborough, VI 66002",InPerson,Low,Yes,Others,No,Requesting blankets and jackets,A low-income family needs warm clothing for two adults and one child.,Bengali,d788ba5c-bf41-4103-b41d-90227961884e,Completed,26,,
972e15f4-ec32-4b3e-948f-ca28634b4702,Housing,"1368 Adams Rapids Suite 597, Oliverburgh, CT 55911",InPerson,Medium,No,Others,No,Help with minor home repairs,Volunteers needed for packing and moving household items.,English,feebac5f-6207-4fb6-85b9-48066be788bd,Assigned,17,,
a5a9de4d-dabe-4def-bc63-734afc63cbd5,Food and Essentials,"232 Matthews Green, North Donald, KS 42021",InPerson,High,No,Self,No,Support with distributing food kits,Essential food supplies needed for a financially distressed family.,Bengali,7341e9ad-377d-4db0-a4a7-d4039e2ed309,Open,12,,
43e8e643-47fd-407d-9b55-51f8c4ea91e6,Clothing Support,"562 Aaron Crest, West John, WA 94595",Remote,High,Yes,Self,Yes,Help required for donated clothes sorting,Looking for volunteers to sort and distribute donated clothes at the community center.,Tamil,bba7558c-2b1f-40c8-b1eb-4a1b27778fad,Assigned,25,,
9ea42298-56cc-4dfc-b0f4-c550d557eed9,Food and Essentials,"43957 Higgins Orchard Suite 058, Lake Maria, KS 81302",InPerson,Low,No,Others,No,Support with distributing food kits,Volunteers required to distribute food kits to 20 families.,English,c33ec37f-7d56-4682-b487-60c62b228300,Assigned,21,,
925e2d99-c856-4cbd-bdb8-068b7ad2cf06,Education and Career Support,"01124 Alexander Mall, Santiagochester, LA 01154",InPerson,Medium,No,Self,No,Help with resume and job search,Student needs academic support in math and science for weekly sessions.,Hindi,ea79256f-0340-460c-9b85-2efa637355a0,Completed,15,,
64a5605f-92fa-410e-8bca-8f0e8a4c8c76,Housing,"69140 Miles Neck Apt. 355, Webbport, MI 62622",Remote,Low,No,Self,Yes,Temporary shelter assistance,Family needs help fixing plumbing and electrical issues.,Hindi,31e37708-b5ca-4237-93cb-6393db64af4b,Open,20,,
6d334656-9754-4bb7-8e8f-d9311231d6c5,Healthcare and Wellbeing,"0227 William Lakes Apt. 528, East Casey, NC 36112",Remote,High,No,Self,No,Medical appointment assistance,Individual needs help performing daily physiotherapy exercises.,Bengali,c76c3fe0-af05-44d5-9dea-2a98254b69e3,Open,25,,
74324c04-7503-404a-aa9a-dda9e7ede9e9,Education and Career Support,"6155 Joann Hill Suite 574, Hallmouth, CO 07788",Remote,High,No,Others,No,Help with resume and job search,Looking for a mentor to guide a student with college applications.,Hindi,94036762-f3ed-433f-8c48-4f4eaa897044,Assigned,11,,
844ab062-ae5b-4278-b121-1e7781987e2a,Elderly Support,"041 Daniel Light Apt. 290, Thomaston, NH 52859",InPerson,Medium,No,Others,No,Companion for elderly person,A senior citizen is looking for someone to talk with daily.,Bengali,5e96b63d-75d5-44e2-8ef9-f6266397389f,Completed,29,,
510e01fc-4dd8-4b11-b107-172af24e0533,Food and Essentials,"16090 Jennings Orchard, Donaldside, MP 76382",Remote,Medium,No,Self,No,Support with distributing food kits,Volunteers required to distribute food kits to 20 families.,Spanish,559eae6d-71e0-4532-a029-f9115e64210e,Assigned,24,,
3c7164b9-1683-4160-af15-fefd37806049,Housing,"2034 Joshua Neck Suite 712, East Michaelberg, NE 25616",Remote,Low,No,Others,Yes,Help with minor home repairs,Person needs temporary shelter after losing housing.,Tamil,f403af17-c9ab-49c5-8ded-b8ecd1e1dce5,Open,1,,
0b5c0f1b-65f0-4100-9ba7-61821c79e1b1,Housing,"11698 Hansen Underpass Apt. 050, South Diana, KY 78260",InPerson,Low,Yes,Others,No,Support needed for shifting,Family needs help fixing plumbing and electrical issues.,Hindi,a0fdfaf1-88e1-4c2f-81d4-a2c17d89c9f1,Open,14,,
c20ab002-d0ab-4718-adc9-795b0ad8e36d,Healthcare and Wellbeing,"95022 Shawn Junctions Apt. 367, New Michaelview, MD 90247",Remote,High,No,Others,No,Medical appointment assistance,Volunteer needed to accompany a patient to a medical appointment.,Hindi,09e6a084-bef3-48c4-8b10-b6fe8e7b4d41,Completed,18,,
3c2dfc08-f5d6-49c0-adb3-6cb58546b55d,Elderly Support,"4193 Matthew Ranch, North Carolfurt, IN 81377",Remote,Low,No,Self,Yes,Medication reminder support needed,A senior citizen is looking for someone to talk with daily.,Telugu,f66e1ee7-23da-4568-b43b-df8109f09bfc,Completed,15,,
2f5d2556-2113-4acd-b194-462c5edf7b8b,Elderly Support,"544 Evans Plain Suite 450, New Jody, NE 36313",InPerson,High,No,Others,Yes,Companion for elderly person,Family needs a volunteer to remind an elderly person about medications.,English,42095ca8-bb02-40eb-b8cf-67299af59997,Completed,6,,
26d07c57-958b-41df-8738-c1238ba7c5c7,Elderly Support,"4855 Pace Street, Micheleborough, TX 19745",InPerson,Medium,No,Self,No,Medication reminder support needed,An elderly resident needs weekly help with groceries.,Telugu,da64e10c-5dfb-4e9c-9778-c4b031ed8ec3,Completed,14,,
b7d47362-c6bb-4d55-ad5e-a027d75ac639,Clothing Support,"Unit 1121 Box 0392, DPO AE 90339",Remote,High,No,Self,No,Help required for donated clothes sorting,A low-income family needs warm clothing for two adults and one child.,Hindi,0f3c2a0f-f92c-43a9-9588-790ff5d00936,Open,3,,
42055ac9-128d-4a02-bc48-abf6776d6a4c,Housing,"541 Key Mountains Suite 566, Kimberlyburgh, ID 07191",Remote,High,No,Others,No,Help with minor home repairs,Volunteers needed for packing and moving household items.,Spanish,8481fa9b-0915-41b4-850b-0adf247d3d1b,Open,13,,
2402a12a-24a8-4d1c-818a-b9aa4e8721e8,Housing,"1185 Angela Lane, New Shaneberg, NM 45836",Remote,High,Yes,Self,Yes,Temporary shelter assistance,Family needs help fixing plumbing and electrical issues.,Telugu,91b1a841-755e-4d0f-b9bd-f6726c65ca5a,Completed,21,,
833f5e28-04ad-49af-b505-52c372448712,Food and Essentials,"13269 Obrien Fords Apt. 366, North Christopherport, ND 20234",InPerson,Medium,Yes,Others,Yes,Help needed with meal delivery,Volunteers required to distribute food kits to 20 families.,Telugu,fd778e0a-52ea-4866-9bcd-489472818475,Open,9,,
7f18011a-c7ae-4e2e-9f69-046ca64818ad,Housing,"Unit 3557 Box 1403, DPO AE 03744",Remote,Low,No,Others,No,Temporary shelter assistance,Person needs temporary shelter after losing housing.,Hindi,4698f072-0c82-455b-aacc-cd30ed5b5122,Assigned,21,,
a3069d55-5b9c-4e4d-84f7-ca1a6fba8d83,Education and Career Support,"4959 Raven Locks, Port Shirleytown, SD 06368",Remote,Low,No,Self,No,Need tutor for school subjects,Student needs academic support in math and science for weekly sessions.,Telugu,d9ff0658-a06f-4343-ba0b-067fd41c8ead,Assigned,1,,
25344c73-4e89-4a86-aafc-a01e844d5358,Elderly Support,"USNS Davila, FPO AA 20701",Remote,High,Yes,Others,Yes,Medication reminder support needed,Family needs a volunteer to remind an elderly person about medications.,Hindi,844362ab-cf1e-4a5a-88e4-3083af1fb467,Assigned,26,,
854b04ed-5ab7-49ba-9cbe-fc4de9e0f910,Healthcare and Wellbeing,"161 Teresa Dale Apt. 350, North Austinfurt, OH 31450",InPerson,Low,Yes,Others,Yes,Support needed for physiotherapy exercises,Request for someone to assist with basic wound dressing.,Telugu,55dabe06-8479-422e-b2f3-24ac4299b1d3,Open,21,,
8fba49f7-f5f5-45d1-8dbe-84ceceb548a8,Food and Essentials,"797 Joseph Pine Suite 935, Larsenton, AL 04942",Remote,Low,Yes,Self,Yes,Essential supplies required,Essential food supplies needed for a financially distressed family.,Telugu,cfe0687c-3c97-4591-94cf-6eeedbe57c92,Open,7,,
7c34d050-1ffd-40f9-917b-2bfee6d890af,Food and Essentials,"1322 Brian Cape, New Jamesmouth, IN 73505",Remote,Low,No,Others,Yes,Support with distributing food kits,Volunteers required to distribute food kits to 20 families.,Telugu,6e172a81-a383-436d-8faf-c1316ff12592,Open,26,,
9a5866b3-cafd-49d5-acbb-6d616328d651,Housing,"94112 John Oval Apt. 398, South Sonyaport, CO 51904",Remote,Medium,Yes,Others,No,Temporary shelter assistance,Person needs temporary shelter after losing housing.,English,b9d4b87c-2a87-4f58-833c-edfc3606bec0,Open,17,,
7135afed-1ddf-4ebb-8646-ceb1f345dbe0,Education and Career Support,"USCGC Nelson, FPO AA 24151",Remote,Medium,No,Others,Yes,Mentor required for college application,A job seeker needs help preparing a resume and practicing interviews.,Telugu,35fc8796-8962-466b-852b-14a6207f8820,Completed,3,,
77db80a7-5100-4705-85ca-6c85331c56a9,Elderly Support,"18724 Dawson Union, South Jeffreychester, MA 74100",Remote,High,No,Self,No,Assistance needed for grocery shopping,A senior citizen is looking for someone to talk with daily.,Bengali,b9e75598-8198-4ce0-8ac6-4ab0c8a333fe,Open,20,,
73264151-71e8-4b93-834a-64bd07aa24ec,Healthcare and Wellbeing,"6301 Turner Plains, Andrewfort, MO 65392",Remote,Low,No,Others,Yes,Medical appointment assistance,Volunteer needed to accompany a patient to a medical appointment.,Bengali,16223128-6d00-44f3-97ed-504826474660,Open,6,,
51662b60-1b1f-44c0-8f77-475e8736cda9,Food and Essentials,"146 Miller Island, Laurabury, PA 30815",InPerson,Medium,No,Self,No,Help needed with meal delivery,A family needs cooked meals delivered daily for two weeks.,Telugu,019878a3-f05e-4f5a-bf52-e61c45816e26,Assigned,27,,
8bfa2ed0-f2b6-42e8-810f-3a204ff46bf4,Elderly Support,"USS Adams, FPO AE 60204",Remote,High,Yes,Self,No,Medication reminder support needed,Family needs a volunteer to remind an elderly person about medications.,English,da52db8d-3863-4770-8c53-9ee929e898ea,Open,8,,
b2aea170-40bb-4307-98b8-57821998be37,Clothing Support,"4324 Wilson Flats Suite 274, Coxmouth, GU 87522",Remote,Low,Yes,Others,No,Requesting blankets and jackets,Immediate need for blankets due to cold weather in the area.,Bengali,1c536559-49bc-4ec6-a309-5c004021acd0,Completed,12,,
18e28860-87c3-444e-bfef-2fe77ca8df5e,Elderly Support,"963 Paul Highway Suite 304, Butlertown, NC 39350",Remote,Low,No,Self,Yes,Medication reminder support needed,A senior citizen is looking for someone to talk with daily.,Tamil,1918b57b-916d-4744-9604-25d5ad7ce94c,Open,16,,
c9cfd272-49e1-4680-905b-82716d966e6a,Clothing Support,"4792 Shelley Bridge, Steinchester, RI 63017",Remote,Low,No,Others,Yes,Help required for donated clothes sorting,A low-income family needs warm clothing for two adults and one child.,English,e1e33b3a-b3be-4aa7-8074-db84297544ec,Completed,7,,
15e643e1-3609-4529-837e-b29e4a0c1ae1,Housing,"Unit 4294 Box 8724, DPO AE 69948",Remote,Low,Yes,Others,Yes,Support needed for shifting,Person needs temporary shelter after losing housing.,Telugu,888f7db9-bc08-41b0-a124-f0c3aa114c14,Assigned,12,,
23a8cc11-a755-4975-9c8a-750268b6fdfb,Education and Career Support,"9239 Carlos Garden, East Courtney, ID 23049",Remote,Low,No,Others,No,Need tutor for school subjects,Looking for a mentor to guide a student with college applications.,English,0e8ab6de-18e3-4ce7-8a8b-521e5d882831,Assigned,11,,
6ab1c466-38af-488b-8c0d-b24a1d8bc71a,Education and Career Support,"09521 Walters Tunnel Apt. 761, Annettemouth, NH 03719",InPerson,Medium,Yes,Self,Yes,Need tutor for school subjects,A job seeker needs help preparing a resume and practicing interviews.,Telugu,da9f8cc9-cd8a-4301-83e5-b2dd877756be,Open,6,,
cb35d6fa-af46-4980-b834-2b28fd8672d6,Education and Career Support,"989 Brown Crescent, East Jennifer, SD 51512",Remote,Low,No,Self,Yes,Help with resume and job search,Looking for a mentor to guide a student with college applications.,English,1b118edd-7e0c-4a43-85d9-c17a3bf9aa05,Assigned,21,,
92fc759d-9f6e-4cba-9fa2-0acb16e82b3e,Housing,"79549 Davis Key Apt. 350, North Kimberly, SD 54190",Remote,Low,Yes,Self,No,Help with minor home repairs,Volunteers needed for packing and moving household items.,Telugu,3bae2c36-216a-4b9a-b005-85297a7abf58,Completed,15,,
338adc16-7030-47ca-85a2-a8fec23ab2b5,Elderly Support,"3575 Higgins Isle Suite 989, New Troyview, IN 69444",InPerson,Medium,No,Self,No,Assistance needed for grocery shopping,A senior citizen is looking for someone to talk with daily.,Tamil,88f88bdf-833b-4e2f-b4bf-1c422b3f79b2,Open,13,,
3409b6e0-d2cb-4ffe-b6d1-8766b97c340a,Clothing Support,"6421 Ayers Creek Apt. 907, Alexanderstad, AL 73982",Remote,Medium,Yes,Self,No,Help required for donated clothes sorting,A low-income family needs warm clothing for two adults and one child.,Hindi,26e4a514-9cb5-4af5-9890-2b5429ff41ff,Assigned,26,,
4d06e450-5916-497e-a915-8f98ceecacb1,Education and Career Support,"159 Powell Canyon Suite 380, Guerrachester, LA 69197",Remote,Low,Yes,Others,Yes,Mentor required for college application,Looking for a mentor to guide a student with college applications.,Spanish,9b8dc601-292d-490b-a3c5-6e46a0751822,Assigned,22,,
8dc3083a-98de-42fe-ae94-a2ced04ac927,Clothing Support,"1207 Gonzalez Mountains Apt. 841, New Marissa, NE 36540",InPerson,Medium,Yes,Self,No,Need winter clothing for family,Immediate need for blankets due to cold weather in the area.,Tamil,ef95e934-4724-487b-9bc4-f0e403a625c8,Assigned,6,,
023bb770-a7cb-4c3e-8ff0-f48a553633b4,Elderly Support,"3434 Delgado Isle Apt. 474, Ronaldshire, IL 83887",Remote,High,Yes,Self,Yes,Medication reminder support needed,An elderly resident needs weekly help with groceries.,English,912557cd-5dee-4b03-ae0a-5d9163ad6540,Completed,15,,
bb3de04e-8985-41f4-b6dc-b01efbbd3d39,Food and Essentials,"Unit 3768 Box 3133, DPO AP 31002",Remote,Medium,No,Self,Yes,Support with distributing food kits,Essential food supplies needed for a financially distressed family.,Hindi,5c74f9cc-1598-4a07-9264-60a7903e56b8,Open,19,,
44a3c0c5-ee2c-40cd-85d6-5e2f144e7b54,Food and Essentials,"8729 Mary Stream Suite 686, Port Joseph, WI 17741",Remote,Low,No,Others,Yes,Essential supplies required,Volunteers required to distribute food kits to 20 families.,Tamil,f4da3a63-aa58-45c5-9e6e-4b40d07a96fd,Completed,30,,
906a155e-ba86-4934-b203-6adcb93fc74b,Education and Career Support,"775 Samantha Forks Suite 250, West Andrea, WI 24707",InPerson,Low,No,Self,Yes,Need tutor for school subjects,A job seeker needs help preparing a resume and practicing interviews.,Bengali,8067ad68-8894-4aa2-b56e-aa29d483f448,Open,30,,
cdafea38-81d0-4583-b4e1-d71b4861240b,Healthcare and Wellbeing,"USCGC Mejia, FPO AE 22361",Remote,Medium,Yes,Others,No,Help required for basic wound dressing,Volunteer needed to accompany a patient to a medical appointment.,Bengali,dca39e22-4000-4dea-a8ee-bd5adafb9509,Assigned,11,,
bfc23135-22c3-4c58-a433-8417a6a72901,Healthcare and Wellbeing,"162 Harris Drive Apt. 732, Dominiquefurt, PA 33452",InPerson,Low,Yes,Others,Yes,Support needed for physiotherapy exercises,Individual needs help performing daily physiotherapy exercises.,Spanish,e7be554d-721a-4d0b-8dfe-3fe77089c7aa,Completed,27,,
522aeb1a-a018-43ca-a82e-db3bdbacd4ac,Housing,"16439 Barnes Pike Apt. 188, Ryanhaven, MO 43159",Remote,Low,No,Others,Yes,Help with minor home repairs,Family needs help fixing plumbing and electrical issues.,English,1d137fc5-818e-459e-b931-a92216db8c0c,Assigned,6,,
83c4c544-ba70-45ad-b201-72871fcb3870,Food and Essentials,"53479 Barrett Ways Suite 607, North David, PW 57978",InPerson,Low,No,Self,No,Support with distributing food kits,Essential food supplies needed for a financially distressed family.,English,8533a011-8412-4500-97a1-2f8423cf804d,Completed,20,,
a64fd935-c0b9-420c-a62a-54ae18f4ef63,Housing,"71327 Harris Prairie Suite 182, Donnaland, NV 04572",InPerson,Medium,No,Others,Yes,Temporary shelter assistance,Family needs help fixing plumbing and electrical issues.,Telugu,7aedeffb-72c5-4fbb-ab6f-bccbe48c9ded,Open,5,,
a6873dea-21b5-483d-a974-b5229bdcefca,Housing,"4100 Moore Loop Apt. 437, Port Brian, WA 89450",Remote,Low,Yes,Others,No,Support needed for shifting,Family needs help fixing plumbing and electrical issues.,Tamil,c271081a-576b-43eb-b339-bdf95cc0d732,Completed,29,,
321b849b-041d-4529-a110-e8156d9084ba,Food and Essentials,"359 William Viaduct, Kevinside, DE 07463",InPerson,High,No,Self,Yes,Support with distributing food kits,Volunteers required to distribute food kits to 20 families.,Hindi,647ef7d9-a1a9-434e-8fd3-d894cb6dc955,Open,9,,
a7f3140d-2a42-4e08-9514-2c97a00934da,Housing,"351 Nicholson Neck, Parkerfurt, MN 14923",InPerson,Medium,Yes,Others,Yes,Help with minor home repairs,Family needs help fixing plumbing and electrical issues.,Tamil,53654a9d-024b-493f-a778-7abbcaaa15c9,Completed,9,,
2cbdad57-381b-437b-ae52-16bd391212cf,Housing,"0561 Dillon Lodge, Brandishire, DC 57259",InPerson,Medium,No,Self,Yes,Support needed for shifting,Volunteers needed for packing and moving household items.,Hindi,12dd9336-6760-4c27-9e47-2328db6836d2,Open,11,,
504d1993-6953-4a5b-bd10-2970412e3651,Clothing Support,"8258 Flowers Shore, Lake Kara, TN 93078",InPerson,Low,No,Self,No,Need winter clothing for family,Immediate need for blankets due to cold weather in the area.,Tamil,81596e6d-6930-4527-a126-3fe75d896925,Completed,19,,
61967d12-664c-4d80-89ca-e0e3742b956a,Healthcare and Wellbeing,"12807 Fletcher Mission, Heatherville, AS 55655",Remote,Low,Yes,Others,Yes,Help required for basic wound dressing,Volunteer needed to accompany a patient to a medical appointment.,Bengali,7dbdc558-f645-4133-9ea7-59c8309171d6,Completed,14,,
2656a7e5-fa73-4b67-90ae-189a0f560743,Housing,"8487 Campbell Square Suite 086, Michaelshire, FM 28581",InPerson,Medium,No,Others,No,Support needed for shifting,Volunteers needed for packing and moving household items.,Tamil,54d05d06-68d2-4747-8fdb-5e1a073fdf05,Completed,11,,
e62f821a-d786-4d31-b1d9-9e904a611105,Clothing Support,"9567 William Way, Lake Garytown, MA 32758",Remote,Low,Yes,Others,Yes,Help required for donated clothes sorting,Looking for volunteers to sort and distribute donated clothes at the community center.,Tamil,caf425d7-92bd-41fc-b36c-ec94c62395e0,Completed,20,,
a5ef36a2-db26-4a4c-9d7d-ba291993019a,Housing,"5341 Kimberly Wells, North Seanton, NV 89617",InPerson,Medium,No,Others,No,Temporary shelter assistance,Family needs help fixing plumbing and electrical issues.,Telugu,a1dba682-61f1-45e8-8181-a27f0cc0ab66,Completed,18,,
128f8c05-430e-47c4-a852-657a576a7b23,Education and Career Support,"06510 Patterson Estates, North Kevin, VI 36825",InPerson,Low,Yes,Self,Yes,Help with resume and job search,Student needs academic support in math and science for weekly sessions.,Bengali,c75d4877-1ce1-4de0-a033-26b62befffb7,Assigned,27,,
8ef7a3f4-aebc-46bd-a4bb-508aa5e89645,Clothing Support,"818 Megan Plaza, South Melissatown, MT 42675",InPerson,Medium,No,Self,Yes,Help required for donated clothes sorting,Looking for volunteers to sort and distribute donated clothes at the community center.,Spanish,2b2147b2-467a-482f-a90f-7d984e7ab72d,Open,24,,
6eb65001-9487-47fe-af79-c0baf334fe81,Food and Essentials,"075 Davis Plaza, Marisaland, UT 49893",InPerson,Low,Yes,Others,Yes,Essential supplies required,Essential food supplies needed for a financially distressed family.,Tamil,a03a3d23-927e-4c1e-840c-9d0c24d18f60,Open,26,,
f00de242-b50b-4ffb-ab25-9ada436cc0d5,Food and Essentials,"428 Roger Lights, Port John, DE 57548",Remote,Low,Yes,Others,Yes,Essential supplies required,A family needs cooked meals delivered daily for two weeks.,Bengali,8e775053-8867-467a-a05f-0d0990afc2c4,Completed,2,,
79ef4311-aa63-438f-9fef-1cd95e40e56c,Clothing Support,"5938 Gina Vista Apt. 149, East Crystal, MD 85247",InPerson,Medium,No,Self,Yes,Requesting blankets and jackets,Immediate need for blankets due to cold weather in the area.,Spanish,6da611ea-bacc-4079-a302-3c7689de39d5,Completed,14,,
494b0d8f-8f75-4882-a56f-728d190a4a02,Education and Career Support,"Unit 2730 Box 6663, DPO AE 35652",Remote,Medium,No,Others,Yes,Need tutor for school subjects,Looking for a mentor to guide a student with college applications.,Hindi,e994317d-4d5f-48a5-969d-155e8851dc8a,Completed,5,,
e8d67574-084e-4e5a-9fa8-2ee19bee9045,Elderly Support,"5240 Michael Ville Suite 966, Hughesmouth, NJ 61722",Remote,Low,Yes,Others,Yes,Medication reminder support needed,A senior citizen is looking for someone to talk with daily.,Spanish,a9ba6d6d-c723-4fd5-81a3-d5dae0f99d86,Open,18,,
